13521,4943,4603,1455,11475,369,206,5,1,44,2,1,1,14295,140,233,0,1,10,18,1,298,3,2,4,4,2,13,460,378,9,6,3,5,88,16,115,10,146,4,230,28,126,5,12,7,2,59,1904,8,44,99,34,111,29,65,0,0,0,1,32,1,0,0,70,7,46,1,6,0,0,21,1,0,0,1,1,0,18,0,0,1,23,20,2,0,11,38,1,0,29,1,1,0,0,61,15,8,20,2
4943,40050,6587,17215,663,112,400,3,4,114,6,0,0,5267,2182,527,0,2,10,12,3,532,3,3,5,2,6,12,240,338,11,7,4,8,87,3,71,3,167,1,369,96,175,7,11,7,3,83,161,12,83,182,80,104,77,149,1,2,0,1,17,1,1,0,151,13,63,0,5,0,1,28,0,2,0,2,1,1,23,1,1,1,39,34,3,0,17,50,4,1,41,1,1,2,0,126,30,12,32,4
4603,6587,35706,11700,4321,5109,6786,1,0,59,3,0,0,627,32,107,0,1,6,1,1,395,1,1,3,0,2,11,195,215,6,2,2,2,63,7,26,5,64,3,247,38,30,4,4,8,1,94,169,8,150,332,25,2832,132,416,0,0,0,0,11,0,0,1,78,4,37,0,1,1,1,9,0,1,0,0,0,0,33,1,0,2,23,21,1,1,9,21,0,1,13,0,2,1,1,89,29,7,12,1
1455,17215,11700,32727,765,1096,8836,101,42,504,51,20,9,8045,10234,8060,9,32,161,250,27,792,13,9,42,36,26,42,502,1234,278,83,52,42,382,103,130,145,211,9,618,283,2457,67,200,18,24,356,233,180,176,410,200,348,252,432,1,0,1,4,36,1,1,1,270,16,98,2,12,3,2,47,2,2,4,4,2,2,40,4,0,8,51,99,4,2,21,90,3,2,43,1,2,0,1,388,82,14,31,4
11475,663,4321,765,23304,20007,808,2,1,24,0,0,0,5962,52,111,0,0,7,11,1,52,4,3,3,0,6,4,202,152,3,11,1,1,79,7,59,3,140,1,60,14,71,2,8,0,2,544,3474,0,17,34,14,233,12,34,0,0,0,0,18,0,0,0,37,3,17,0,3,0,1,15,0,0,1,0,0,0,8,0,0,1,4,9,0,0,4,19,0,0,7,0,0,0,0,24,6,3,11,1
369,112,5109,1096,20007,22821,11098,1,12,82,16,4,3,108,11,392,2,0,29,29,5,51,5,22,12,8,36,6,126,54,27,14,7,6,674,42,45,11,273,13,36,17,66,16,24,0,7,2142,1420,12,37,95,41,2838,92,286,0,0,3,0,4,0,0,0,61,1,24,0,0,1,0,5,2,0,0,0,0,0,10,0,1,2,8,12,0,1,13,22,0,2,13,0,1,0,1,178,28,4,8,1
206,400,6786,8836,808,11098,16873,17,43,270,51,8,9,456,123,2786,3,4,119,96,27,251,10,45,38,21,35,10,103,314,166,33,29,18,2624,191,121,61,2489,12,142,95,405,53,111,3,15,1728,110,53,172,316,150,1496,276,1487,0,2,3,0,22,0,1,0,210,12,73,0,13,2,0,37,0,1,1,4,1,1,30,1,2,4,25,46,8,1,26,67,2,4,38,3,5,0,0,454,59,12,36,4
5,3,1,101,2,1,17,30500,4273,187,2058,616,5923,132,323,860,5519,7413,2026,6222,403,972,172,108,244,56,68,14,17,48,1751,175,995,20,57,104,385,493,64,9,25,37,973,91,1572,11,61,17,8,45,2,0,2,1,2,1,1,1,3,57,4,0,5,5,1,0,6,1,17,12,2,7,4,9,1,0,4,0,0,2,0,2,0,0,1,3,99,6,0,3,2,0,1,0,3,3,0,0,1,0
1,4,0,42,1,12,43,4273,39508,145,682,2335,1998,49,74,327,2116,225,3371,4118,660,527,317,10074,4651,50,2014,46,15,26,480,139,1353,52,340,2466,3241,174,625,115,16,42,411,350,250,19,86,50,2,56,1,2,5,2,2,4,26,25,8,443,13,7,56,29,6,3,11,11,77,198,15,34,57,135,7,4,164,3,2,5,2,81,3,1,35,3,251,9,1,27,5,2,10,0,6,7,2,5,7,2
44,114,59,504,24,82,270,187,145,47721,6950,5479,134,485,546,667,444,27,554,236,10012,5631,1001,40,166,198,236,115,365,497,137,1026,1366,118,682,425,397,328,1057,23,12413,8951,2843,563,504,167,901,254,33,4269,17,39,17,18,14,24,0,3,6,8,34,2,1,1,28,7,80,1,68,7,2,26,6,5,1,2,10,1,10,8,7,6,14,16,3,3,36,63,2,3,35,6,17,2,4,25,8,16,18,2
2,6,3,51,0,16,51,2058,682,6950,5474,9721,654,82,124,193,929,119,614,758,2584,3907,2341,30,136,48,106,44,30,72,147,138,687,58,168,228,103,112,328,9,140,256,427,198,142,94,230,67,10,162,7,9,3,6,3,4,2,1,0,7,14,0,0,0,3,1,16,0,33,6,0,8,4,5,4,2,7,0,1,0,2,2,5,6,0,3,14,18,0,1,18,4,7,3,0,7,1,5,7,1
1,0,0,20,0,4,8,616,2335,5479,9721,28592,9414,54,170,138,6863,116,198,1743,5434,2224,5929,87,1276,80,407,74,21,120,680,323,11626,111,55,126,282,261,65,28,102,252,854,430,346,119,559,9,1,193,0,1,1,1,1,0,0,1,3,38,2,1,4,4,2,1,2,1,12,35,1,16,6,49,0,1,49,0,1,1,2,34,0,0,9,3,16,2,0,5,4,2,16,2,4,1,0,1,1,0
1,0,0,9,0,3,9,5923,1998,134,654,9414,19496,36,68,128,9186,500,179,4173,603,260,372,60,831,29,322,16,2,22,500,335,9544,19,33,43,727,147,34,2,12,32,311,90,784,17,75,9,5,49,0,1,2,0,0,0,8,7,1,118,0,0,19,8,0,0,3,2,9,95,0,10,5,50,1,1,43,0,1,0,2,37,0,0,8,1,136,4,0,5,0,0,7,0,4,1,0,0,1,0
14295,5267,627,8045,5962,108,456,132,49,485,82,54,36,85803,16449,1895,34,64,170,513,260,1034,61,17,128,117,58,102,6658,32551,294,623,412,84,482,143,422,355,660,19,1349,881,3708,198,962,56,136,231,16699,1544,92,238,84,97,73,145,0,1,5,5,75,6,1,0,188,17,146,1,26,7,2,76,12,7,4,1,3,2,51,18,0,5,73,72,8,0,82,132,9,2,102,1,0,2,0,124,38,25,68,5
140,2182,32,10234,52,11,123,323,74,546,124,170,68,16449,18925,1513,107,164,271,634,397,460,86,8,91,90,45,45,526,2301,968,416,516,56,145,87,93,304,126,16,647,1107,16081,146,906,19,83,52,137,4863,24,42,18,16,10,37,0,0,2,0,14,0,0,0,32,2,11,0,5,3,0,8,2,2,0,5,1,1,5,1,0,4,9,15,0,1,10,15,1,3,15,0,1,0,1,20,10,4,11,1
233,527,107,8060,111,392,2786,860,327,667,193,138,128,1895,1513,31275,193,1215,4743,791,399,298,58,82,184,107,55,28,158,514,15572,221,244,79,4758,3077,305,330,694,18,250,177,7855,206,537,14,70,644,94,173,122,252,104,127,102,229,1,0,6,14,38,7,0,0,166,14,98,1,52,6,2,56,3,2,0,3,3,0,32,6,2,8,34,65,3,2,50,64,2,4,53,0,6,1,3,204,41,21,43,2
0,0,0,9,0,2,3,5519,2116,444,929,6863,9186,34,107,193,14221,1654,445,535,4132,159,414,219,158,21,66,11,5,25,1943,236,1554,19,40,164,295,64,54,6,16,45,487,43,357,22,84,6,2,70,0,0,0,0,0,0,0,0,3,7,1,1,0,1,0,0,1,0,2,3,0,2,5,4,0,0,3,0,0,0,0,1,0,0,0,1,29,1,0,0,1,1,4,0,1,1,0,0,0,0
1,2,1,32,0,0,4,7413,225,27,119,116,500,64,164,1215,1654,3509,2273,415,178,37,33,10,33,13,13,1,8,20,2353,140,415,6,33,26,19,61,18,1,2,8,552,16,420,2,14,3,0,26,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
10,10,6,161,7,29,119,2026,3371,554,614,198,179,170,271,4743,445,2273,9522,1152,1088,186,61,699,363,35,67,13,23,76,4868,104,266,27,804,5670,401,176,417,6,42,63,2131,106,360,4,27,91,11,52,4,7,7,5,4,8,0,1,10,14,46,9,1,0,6,2,50,1,257,7,5,31,16,7,1,2,0,0,2,8,1,7,6,4,1,1,59,48,2,1,21,2,1,0,0,12,2,8,16,5
18,12,1,250,11,29,96,6222,4118,236,758,1743,4173,513,634,791,535,415,1152,32441,380,1425,861,104,3847,216,952,64,50,214,1092,486,5791,171,261,421,506,3682,183,34,64,110,1456,1986,3929,58,274,63,14,175,4,9,5,10,5,10,2,2,4,121,8,2,25,12,17,3,17,3,26,113,1,54,11,218,1,3,112,0,1,2,6,62,6,5,27,5,81,14,0,30,8,5,37,2,6,9,1,1,7,3
1,3,1,27,1,5,27,403,660,10012,2584,5434,603,260,397,399,4132,178,1088,380,13065,493,750,151,175,72,103,36,65,510,1444,711,1440,59,322,994,588,208,609,8,324,1888,9587,211,499,46,348,47,11,3188,0,2,1,0,1,2,0,1,6,8,16,3,1,0,3,1,7,0,41,5,1,21,11,4,2,2,6,0,5,1,1,2,4,5,1,0,28,5,0,6,5,4,1,0,4,3,2,2,7,0
298,532,395,792,52,51,251,972,527,5631,3907,2224,260,1034,460,298,159,37,186,1425,493,18746,4758,42,831,446,805,2755,5696,1832,143,582,734,1373,208,132,295,761,489,332,19922,1229,652,2294,847,5396,1167,113,39,247,15,39,13,22,14,15,3,0,4,24,32,4,7,2,27,10,60,1,42,19,3,78,7,40,1,33,58,8,12,9,44,26,15,15,11,72,33,58,5,26,42,163,92,1,35,20,9,6,21,3
3,3,1,13,4,5,10,172,317,1001,2341,5929,372,61,86,58,414,33,61,861,750,4758,12404,44,1272,641,1575,1216,82,100,123,892,5948,1134,29,40,65,1202,124,264,112,180,306,3487,855,4390,7825,17,1,102,0,0,1,0,2,1,0,0,0,16,4,0,7,2,2,3,1,0,7,11,1,68,3,46,1,24,90,8,1,0,53,51,1,2,14,53,4,0,1,29,5,119,142,1,56,1,0,3,4,1
2,3,1,9,3,22,45,108,10074,40,30,87,60,17,8,82,219,10,699,104,151,42,44,5504,755,9,1423,52,6,13,40,42,103,28,351,3405,3294,25,4961,262,5,8,44,222,17,6,37,98,9,12,2,3,2,2,1,0,1,0,4,19,11,1,4,1,4,1,9,3,33,6,1,8,10,11,1,1,5,1,0,1,0,5,1,0,1,3,28,5,0,6,4,4,4,0,0,5,2,1,1,0
4,5,3,42,3,12,38,244,4651,166,136,1276,831,128,91,184,158,33,363,3847,175,831,1272,755,9035,101,6417,45,13,91,152,386,3992,101,200,664,281,899,380,62,37,93,283,2137,465,66,438,45,3,110,0,2,3,1,1,3,7,3,2,130,8,5,24,13,9,5,5,1,33,138,4,113,27,369,1,12,307,0,0,4,8,122,4,8,65,13,21,4,1,95,7,7,139,2,22,5,0,0,4,5
4,2,0,36,0,8,21,56,50,198,48,80,29,117,90,107,21,13,35,216,72,446,641,9,101,13572,311,120,32,125,69,10600,525,3300,32,23,16,7226,57,166,62,113,176,5606,1921,262,2704,12,4,101,1,0,0,0,3,3,0,1,0,2,6,1,0,0,5,1,2,0,3,0,1,29,0,4,0,22,22,10,0,0,39,13,1,2,2,74,2,2,1,1,0,114,102,2,47,1,0,1,0,0
2,6,2,26,6,36,35,68,2014,236,106,407,322,58,45,55,66,13,67,952,103,805,1575,1423,6417,311,22830,2535,25,82,40,1378,1738,636,201,315,1968,517,2122,7405,55,95,81,8030,319,223,1621,228,24,71,1,7,2,1,17,9,0,2,1,91,14,9,17,8,3,9,5,4,15,91,4,195,21,189,3,58,413,72,2,3,49,179,7,4,79,105,12,2,2,119,19,304,356,5,115,14,1,1,10,6
13,12,11,42,4,6,10,14,46,115,44,74,16,102,45,28,11,1,13,64,36,2755,1216,52,45,120,2535,70677,1110,173,21,375,155,8572,21,14,241,174,294,11265,283,64,39,877,128,20174,8157,28,5,23,1,1,1,1,2,0,0,0,0,5,1,0,0,1,0,0,1,0,1,1,0,13,1,7,0,6,62,320,0,0,7,6,0,0,2,81,20,1,0,3,6,646,35,4,10,5,0,0,0,0
460,240,195,502,202,126,103,17,15,365,30,21,2,6658,526,158,5,8,23,50,65,5696,82,6,13,32,25,1110,118488,16941,27,125,72,135,81,14,102,56,150,71,33716,470,293,93,107,644,149,119,6691,96,8,15,3,8,2,12,0,0,0,1,14,0,0,0,17,2,25,0,8,2,0,18,1,1,0,0,1,1,5,4,1,0,7,10,0,1,18,21,0,1,18,4,5,0,1,7,4,3,5,0
378,338,215,1234,152,54,314,48,26,497,72,120,22,32551,2301,514,25,20,76,214,510,1832,100,13,91,125,82,173,16941,80676,117,864,474,104,286,94,370,250,497,21,17376,8225,1474,243,624,90,333,154,2030,807,21,29,19,18,11,39,0,1,5,2,42,2,1,0,31,2,58,0,45,3,2,29,8,4,2,2,0,0,16,9,1,4,19,16,1,1,63,69,4,2,36,6,9,1,3,36,10,4,27,5
9,11,6,278,3,27,166,1751,480,137,147,680,500,294,968,15572,1943,2353,4868,1092,1444,143,123,40,152,69,40,21,27,117,11706,303,735,49,606,487,188,362,217,7,34,56,10252,128,773,2,97,60,13,108,10,18,8,11,11,11,0,1,2,3,11,0,1,0,22,1,11,0,14,3,1,13,1,6,1,0,3,0,4,2,0,0,8,2,0,0,20,15,0,3,2,0,1,0,0,15,5,1,5,1
6,7,2,83,11,14,33,175,139,1026,138,323,335,623,416,221,236,140,104,486,711,582,892,42,386,10600,1378,375,125,864,303,42610,8140,3671,90,45,62,2956,167,519,337,925,730,6414,9615,378,15516,28,17,946,1,5,3,0,2,2,0,2,1,3,4,3,0,0,3,2,4,2,3,5,3,64,2,19,1,45,87,10,1,1,68,32,1,1,5,125,6,0,0,15,3,189,203,3,85,2,0,0,2,2
3,4,2,52,1,7,29,995,1353,1366,687,11626,9544,412,516,244,1554,415,266,5791,1440,734,5948,103,3992,525,1738,155,72,474,735,8140,27666,331,70,107,289,2584,107,75,225,688,1325,2172,12025,188,6836,29,10,812,0,0,0,0,0,2,5,1,0,71,1,4,17,6,1,0,5,0,9,68,1,58,9,154,0,14,143,2,0,3,10,56,2,4,16,8,20,4,0,37,2,12,61,0,17,1,1,2,3,3
5,8,2,42,1,6,18,20,52,118,58,111,19,84,56,79,19,6,27,171,59,1373,1134,28,101,3300,636,8572,135,104,49,3671,331,21215,48,25,54,1173,153,7650,77,72,107,5301,522,3309,13734,19,4,43,0,0,1,1,1,0,0,1,0,2,2,2,2,0,1,0,1,0,1,1,0,34,1,6,0,13,67,56,1,1,31,9,1,4,2,260,13,1,2,4,5,685,84,7,30,5,0,3,0,0
88,87,63,382,79,674,2624,57,340,682,168,55,33,482,145,4758,40,33,804,261,322,208,29,351,200,32,201,21,81,286,606,90,70,48,8992,4033,725,126,11792,42,193,177,1272,130,169,6,36,3495,119,96,73,167,94,77,72,140,1,0,5,5,61,2,0,2,125,10,99,2,43,11,3,49,7,1,2,3,4,0,31,10,2,5,51,63,3,2,56,91,5,8,72,2,3,2,0,148,28,14,49,5
16,3,7,103,7,42,191,104,2466,425,228,126,43,143,87,3077,164,26,5670,421,994,132,40,3405,664,23,315,14,14,94,487,45,107,25,4033,10902,1429,64,7916,59,50,76,836,177,60,0,39,176,18,49,4,10,6,11,10,14,2,3,13,32,84,6,2,1,10,3,77,2,240,18,5,77,33,7,3,2,10,0,10,24,1,11,15,7,2,3,107,59,3,3,36,1,6,1,0,12,4,12,35,5
115,71,26,130,59,45,121,385,3241,397,103,282,727,422,93,305,295,19,401,506,588,295,65,3294,281,16,1968,241,102,370,188,62,289,54,725,1429,2874,37,8280,615,208,177,443,199,38,19,76,379,56,88,13,21,12,13,15,28,45,30,20,696,39,8,61,60,12,3,41,16,129,215,32,49,112,89,11,9,7,2,11,8,4,130,11,13,20,8,1743,68,1,12,29,24,14,2,2,63,5,11,25,7
